date,district,street,crime
16.07.2024,Borna (Eula),,Verwenden von Kennzeichen verfassungswidriger Organisationen
16.07.2024,Leipzig (Plaußig-Portitz),BMW-Allee,Unfall mit zwei Verletzten
17.07.2024,Machern,Schloßblick,Brand eines Pkw Ford
07.07.2024,Leipzig (Dölitz-Dösen),Auenhainer Straße,Verwenden von Kennzeichen verfassungswidriger Organisationen
17.03.2024,Leipzig (Reudnitz-Thonberg),Cäcilienstraße,Brand eines Pkw BMW
