date,district,street,crime
14.08.2024,Leipzig (Zentrum),"Grünanlage """"Schwanenteich""""",Auseinandersetzung in Grünanlage Schwanenteich
Tatzeit: 14.08.2024,Leipzig (Altlindenau),Georg-Schwarz-Straße,Einbruch in Pizzeria
14.08.2024,Leipzig (Plagwitz),,Einbruch in Café
14.08.2024,Leipzig,Grünau-Siedlung,Einbruch in Einfamilienhaus
Tatzeit: 14.08.2024,Leipzig (Schönefeld-Ost),Braunstraße,Sachbeschädigung an Wahlplakat - Tatverdächtiger gestellt
14.08.2024,Delitzsch,,Kühlschrank explodiert
15.08.2024,Leipzig (Engelsdorf),Unterführung der Hans-Weigel-Brücke,Graffiti gesprüht - Tatverdächtiger gestellt
