date,district,street,crime
04.06.2024,Geithain,Lessingstraße,Brand in einem unbewohnten Gebäude
05.06.2024,Leipzig (Engelsdorf),Sternenstraße,Brand eines VW Caddy
04.06.2024,Leipzig (Böhlitz-Ehrenberg),Leipziger Straße,Verkehrsunfall mit verletzter Radfahrerin
05.06.2024,Wurzen,Kühnitzscher Straße,Fahrkartenautomat gesprengt
