date,district,street,crime
12.03.2025,Leipzig (Wiederitzsch),,Polizeieinsatz in Leipziger Einfamilienhaussiedlung
11.03.2025,Wurzen,Windmühlenweg,Brand einer Gartenlaube
02.02.2025,Leipzig (Zentrum-Nordwest),Leibnizstraße,Räuberische Erpressung - Zeugenaufruf
02.03.2025 02:00 Uhr - 02.03.2025 07:45 Uhr,Wiedemar (Zschernitz),Mittelstraße / Doberstauer Straße,Fahrerflucht - Zeugenaufruf
11.03.2025 gegen 12:10 Uhr,Oschatz (Leuben),,Verfolgungsfahrt mit Simson
