date,district,street,crime
28.02.2025,Leipzig (Connewitz),Am Teilungswehr,Brand einer Baumaschine – Zeugenaufruf
28.02.2025,Leipzig (Volkmarsdorf),Eisenbahnstraße,Auseinandersetzung in der Eisenbahnstraße
01.03.2025,Leipzig (Eutritzsch),Delitzscher Straße,Betrunkener Autofahrer fährt in Haltestelle
01.03.2025,Markkleeberg,Am Bahnhof,Sprengung eines Fahrkartenautomaten
