date,district,street,crime
24.10.2024,Schkeuditz,Hallesche Straße,Schuppen und Volieren abgebrannt
23.10.2024,Bundesautobahn 9,"Kilometer 110,5",Verkehrsunfall mit Schwerverletztem auf Autobahn
23.10.2024,Krostitz (Beuden),Mocherwitzer Straße,Verkehrsunfall mit zwei Verletzten
