date,district,street,crime
07.07.2024,Leipzig (Leutzsch),,Einbruch in Tierfachgeschäft
08.07.2024,Schkeuditz (Dölzig),,Tabakwaren aus Großmarkt gestohlen
05.07.2024,Oschatz,,Aufkleber an Parteibüro geklebt
08.07.2024,Leipzig (Möckern),Georg-Schumann-Straße,Verkehrsunfall mit zwei Verletzten
08.07.2024,Leipzig (Zentrum-Süd),,Vitrine zerstört
