date,district,street,crime
19.06.2024,Leipzig (Seehausen),,Ladendieb in Haft
19.06.2024,Torgau,Außenring | PEP-Parkplatz,Zeugenaufruf nach Unfallflucht
21.06.2024,Leipzig (Burghausen-Rückmarsdorf),Merseburger Straße,Motorradfahrer verletzt
