date,district,street,crime
31.05.2024,Leipzig (Böhlitz-Ehrenberg),,Einbruch in Kindertagesstätte
01.06.2024,Leipzig (Thekla),Teslastraße,Diebstahl von Gasflaschen mit Kältemittel
29.05.2024,Leipzig (Engelsdorf),,Graffiti in Werkshalle geschmiert
