date,district,street,crime
04.05.2024,Leipzig (Schönefeld-Abtnaundorf),Schönefelder Allee,Zeugenaufruf nach Rollerfahrer
27.05.2024,Bad Lausick (Beucha),Staatsstraße 48,Quadfahrer verletzt
27.05.2024,Rackwitz (Brodenaundorf),Bundestraße 184 / Staatsstraße 8,Fünf Verletzte bei Verkehrsunfall
