date,district,street,crime
07.06.2024,Leipzig (Volkmarsdorf),Eisenbahnstraße,Sachbeschädigung an Geschwindigkeitsmessanlage
07.06.2024,Leipzig (Connewitz),Biedermannstraße,Sachbeschädigung an Polizeiaußenstelle
