date,district,street,crime
05.12.2024,Leipzig (Zentrum),Hainstraße,16-Jähriger ausgeraubt - Zeugen gesucht
05.12.2024 bis 06.12.2024,Leipzig (Großzschocher),Anton-Zickmantel-Straße,Kabel von Ladesäule entwendet
05.12.2024,Neukieritzsch,K7930,Verkehrsunfall mit verletzter Person
05.12.2024,Oschatz,B6 zwischen Abzweig Neuböhla und Staatsstraße 29,Pkw überschlägt sich
05.12.2024,Leipzig (Probstheida),Preußenstraße,Beim Einparken Schaufenster zerstört
