date,district,street,crime
26.05.2024,Leipzig (Mockau-Nord),Kieler Straße,Orgel in Kirche stark beschädigt
24.05.2024,Leipzig (Neulindenau),,Einbruch in Lagerhalle
29.05.2024,Borna,S51,Verkehrsunfall mit mehreren Verletzten
