date,district,street,crime
19.04.2024,Leipzig (Engelsdorf),Arthur-Winkler-Straße,Drei Straftaten und eine Ruhestörung
19.04.2024,Leipzig (Schönau),Lützner Straße/Garskestraße/Schönauer Straße,Schwerer Verkehrsunfall
18.04.2024,Rötha (Espenhain),An der Feuerwehr,Wohnanhänger gestohlen
11.03.2024,Grimma,Beiersdorfer Straße Höhe Abzweig Goethestraße,Unerlaubtes Entfernen vom Unfallort - Zeugenaufruf
18.04.2024,Markranstädt,Finkenring,Diebstahl eines Audi Q5
19.04.2024,Leipzig (Großzschocher),,Einbruch in Supermarkt
