date,district,street,crime
02.11.2024,Leipzig (Plagwitz),Limburger Steg,Leblose Person im Wasser
01.11.2024,Lossatal,,Diebstahl aus Feuerwehrgerätehaus
01.11.2024,Markkleeberg (Auenhain),,Diebstahl von Baustelle
02.11.2024,Borna,Raupenhainer Straße,Brand im Mehrfamilienhaus
zwischen 01.11.2024,Leipzig (Neulindenau),Ernst-Keil-Straße,Diebstahl aus Restaurant
02.11.24,Leipzig (Eutritzsch),Dessauer Straße,Brand in Abrisshaus
02.11.2024,Schkeuditz,Bahnhofstraße,Brand eines Mercedes
