date,district,street,crime
15.09.2024 bis 16.09.2024,Bad Düben,,Einsatz von Spezialkräften
16.09.2024,Leipzig (Neustadt-Neuschönefeld),Elsastraße,Brand eines gestohlenen Motorrollers
