date,district,street,crime
18.05.2024,A 9,,Ergänzungsmeldung – Tödlicher Verkehrsunfall
18.05.2024,Stadt Leipzig,,Versammlungen in Leipzig
18.05.2024,Leipzig (Leutzsch),Prießnitzstraße,Brand eines Kleinkraftrads
17.05.2024,Eilenburg,Kastanienallee,Einbruch in Wohnwagen
17.05.2024,Delitzsch (Poßdorf),Bundesstraße 183 A,Unfall mit zwei Verletzten
17.05.2024 bis 18.05.2024,Leipzig,,Sachbeschädigung an Wahlplakaten
