date,district,street,crime
11.06.2024,Leipzig (Gohlis-Mitte),Kleiststraße,Versuchter Diebstahl eines Jaguar Range Rover
08.06.2024,Leipzig (Großzschocher),Carl-Weichelt-Straße,Motorrad KTM aus Garage entwendet
