date,district,street,crime
10.08.2024,Leipzig (Lindenau),Aurelienstraße,Versuchte Brandstiftung an Wohnmobil
10.08.2024,Leipzig (Neulindenau),Ernst-Keil-Straße,Laubenbrand
11.08.2024,Leipzig (Neustadt-Neuschönefeld),Eisenbahnstraße,Auseinandersetzung in der Eisenbahnstraße
10.08.2024,Leipzig (Grünau-Mitte),,Einbruch in Jugendeinrichtung – Tatverdächtiger gestellt
