date,district,street,crime
26.03.2024,Leipzig (Probstheida),Connewitzer Straße 21,Fußballspiel 1. FC Lokomotive Leipzig gegen FC Carl Zeiss Jena
24.03.2024,Leipzig (Dölitz-Dösen),Zum Dölitzer Schacht,Betrunkener E-Scooter-Fahrer gestürzt
23.03.2024,Leipzig (Anger-Crottendorf),Wurzner Straße,Radfahrerin nach Unfall schwer verletzt - Zeugenaufruf
Zeit 23.03.2024,Eilenburg,Rüdgener Straße,BMW gestohlen
24.03.2024,Leipzig (Paunsdorf),Hainveilchenweg,Graffiti an Trafo-Häuschen
24.03.2024,Leipzig (Connewitz),Threnaer Straße,Brand im Süden von Leipzig
24.03.2024,Leipzig (Wahren),Am Hirtenhaus,Fund einer Übungshandgranate
