date,district,street,crime
18.08.2024,Leipzig (Zentrum-West),Käthe-Kollwitz-Straße,Diebstahl Elektrokleinstfahrzeug – Tatverdächtiger bei Kontrolle gestellt
18.08.2024,Grimma,"BAB 14 KM 52,7 in Richtung Magdeburg",Verkehrsunfall mit drei schwerverletzten Personen
19.08.2024,Rötha (Espenhain),Straße des Friedens,Brand dreier Pkw
16.08.2024,Leipzig (Eutritzsch),Eutritzscher Markt/ Delitzscher Straße,Raub von Bargeld durch unbekannte Tatverdächtige
18.08.2024,Böhlen,Am Ring,Brand zweier PKW
18.08.2024,Leipzig (Zentrum-Südost),Nürnberger Straße,Einbruch in Restaurant
19.08.2024,Schkeuditz,Robert-Koch-Straße,Brand in einer Gartenlaube
17.08.2024,Markleeberg,Schillerplatz,Raub eines Mobilfunktelefons
16.08.2024,Belgern-Schildau,,Einbruch in Wurstfabrik
