date,district,street,crime
30.11.2024,Leipzig (Plagwitz),,Versuchte räuberische Erpressung - Apotheke
01.12.2024,"Trebsen/Mulde (Seelingstädt),",,Brand Einfamilienhaus
01.12.2024,Leipzig (Schönau),,Radfahrer schwer verletzt
01.12.2024,Leipzig (Gohlis-Süd),Georg-Schumann-Straße,Brand in einem Geschäft
