date,district,street,crime
18.07.2024,Leipzig (Kleinzschocher),,Verkehrsunfall mit einer getöteten Person
18.07.2024,Gemeinde Trossin,,Schockanruf mit Geldübergabe
18.07.2024,Leipzig (Meusdorf),Am Geleinholz,Einbruch in Einfamilienhaus
17.07.2024,Leipzig,Kulkwitzer See,Einbruch in Bootsverleih
18.07.2024,Leipzig (Möckern),Georg-Schumann-Straße,Tabakwaren aus Gaststätte gestohlen
18.07.2024,Eilenburg,Friedrich-Ebert-Straße,Verfassungsfeindliche Symbole an Brücke
