date,district,street,crime
19.05.2024,Leipzig,,Einbruch in Tauchschule
19.05.2024 21:00 Uhr bis 20.05.2024,Wurzen,Clara-Zetkin-Platz,Verwenden von Kennzeichen verfassungswidriger Organisationen
20.05.2024,Wermsdorf,B6 von Kühren in Richtung Luppa,Von der Fahrbahn abgekommen
