date,district,street,crime
29.06.2024,Leipzig (Volkmarsdorf),Eisenbahnstraße,Ergänzungsmeldung Auseinandersetzung Eisenbahnstraße - Tatverdächtiger in Untersuchungshaft
30.06.2024 19:25 Uhr – 19:33 Uhr,Leipzig (Plagwitz) Naumburgerstraße/Zollschuppenstraße,,Mann ruft verfassungswidrige Parolen
30.06.2024,Markranstädt (Göhrenz),Lausener Weg,Einbruch in Imbiss
