date,district,street,crime
17.09.2024,Leipzig (Möckern),Olbrichtstraße,Munition und Panzerfäuste gefunden
17.09.2024 gegen 12:30 Uhr,Frohburg (Prießnitz),Badstraße,Betrug an 81-Jährigem
18.09.2024,Schkeuditz,,Brand in Kleingartenverein
17.09.2024,Bad Düben,Paradeplatz,Alkoholisierte Fahrerflucht
