date,district,street,crime
27.02.2024,Markranstädt,Hordisstraße,Tatverdächtiger mit gestohlenem Fahrzeug gestellt
28.02.2024,Leipzig (Sellerhausen-Stünz),Emmausstraße,Sachbeschädigung an Bundeswehrfahrzeug
27.02.2024,BAB 9,,Verkehrsunfall mit Verkehrseinschränkungen
28.02.2024; 01:00 Uhr bis 01:15 Uhr,Leipzig (Connewitz),,Mülltonnenbrände in Connewitz
27.02.2024,Leipzig (Neustadt-Neuschönefeld),Ludwigstraße,Einbruch in Restaurant
26.02.2024,Leipzig (Zentrum-Süd),Ferdinand-Rhode-Straße,Sachbeschädigung durch Graffiti
