date,district,street,crime
30.01.20024 bis 01.02.2024,Bereich der Stadt Torgau,,Überladung
01.02.2024,Leipzig (Böhlitz-Ehrenberg),Pestalozzistraße,Einbruch in Büro
05.11.2023 bis 18.01.2024,Schkeuditz,,Zusteller verkauft elektronische Geräte aus Paketen
