date,district,street,crime
27.05.2024,Leipzig (Stötteritz),Ferdinand-Jost-Straße,Über 700 Cannabispflanzen bei Spielplatz entdeckt
27.05.2024,Leipzig (Altlindenau),Lindenauer Markt,Wahlkampfhelfer verletzt und beleidigt
26.05.2024,Leipzig (Reudnitz-Thonberg),Prager Straße,Einbruch in Bistro
26.05.2024,Grimma (Mutzschen),,Einbruch in Bürokomplex
24.05.2024,Leipzig (Dölitz-Dösen),Helenenstraße,Graffiti mit verfassungsfeindlichem Inhalt
Zeit 27.05.2024,Markkleeberg,Hauptstraße/Parkstraße,Verkehrsunfall mit verletztem Fahrradfahrer
10.05.2024,Borna,Sachsenallee Höhe Lidl-Markt,Zeugenaufruf zu Körperverletzung
