date,district,street,crime
29.01.2024,Leipzig (Mockau-Nord),Witkowskistraße,Mann nach Auseinandersetzung schwer verletzt
29.01.2024,04317 Leipzig (Reudnitz-Thonberg),Dresdner Straße,Ladendiebstahl endet mit Festnahme
Tatzeit: 29.01.2024,Leipzig (Engelsdorf),,Einbruch in Immobilienbüro
