date,district,street,crime
05.01.25,Bad Lausick (Stockheim),Stockheimer Straße,Tatverdächtige nach Sprengung eines Automaten gestellt
06.01.2025,Lossatal,Staatsstraße 23,Verkehrsunfall mit zwei verletzten Personen
