date,district,street,crime
27.02.2024,Leipzig (Reudnitz-Thonberg),Stötteritzer Straße,Automaten aufgebrochen - Tatverdächtige gestellt
25.02.2024 ca. 18:50 Uhr bis 26.02.2024 ca. 4:50 Uhr,Torgau (Melpitz),Windmüllerstraße,Erfolgreiche Vermisstensuche
