date,district,street,crime
14.04.2024,Leipzig (Lößnig),,Nach Suizidankündigung auf der Flucht gestellt
12.04.2024,Leipzig (Altlindenau),Cottaweg,Bargeld erpresst
13.04.2024,Leipzig (Gohlis-Mitte),Hans-Oster-Straße,Sachbeschädigung an Enforcement-Trailer
