date,district,street,crime
27.01.2025,Leipzig (Zentrum-Ost),,Einbruch in Hotel
24.01.2025 15:30 Uhr bis 27.01.2025 07:30 Uhr,Leipzig (Altlindenau),,Einbruch in Bildungseinrichtung
25.01.2025 18:00 Uhr bis 27.01.2025 10:00 Uhr,Markkleeberg,,Einbruch in Autohaus
25.01.2025,Leipzig (Probstheida),,Einbruch in Optiker
27.01.2025 15:05,Schkeuditz,Fabrikstraße,Gefährdung des Straßenverkehrs
