date,district,street,crime
03.12.2024,Leipzig (Reudnitz-Thonberg),,Spielothek überfallen
30.11.2024,Leipzig (Zentrum-Südost),Nürnberger Straße,Raub - Spielhalle
03.12.2024,Bundesautobahn 72,"Kilometer 167,3 in Richtung Leipzig",Schwerer Verkehrsunfall
03.12.2024,Leipzig (Hartmannsdorf-Knautnaundorf),Lausener Straße/Zeitzer Straße,Vorfahrt missachtet
04.10.2024 bis 06.10.2024,Brandis (Polenz),Macherner Straße,Zeugenaufruf nach Todesfall
