date,district,street,crime
23.09.2024,Naundorf,Straße der Einheit / Mügelner Straße,Verkehrsunfall zwischen Kradfahrern
24.09.2024,Leipzig (Dölitz-Dösen),Leinestraße,Enforcement Trailer besprüht
23.09.2024,Leipzig (Zentrum),Burgstraße,Diebstahl mit Waffen
24.09.2024 gegen 09:00 Uhr,Leipzig (Altlindenau),Calvisiusstraße,Durchsuchungsmaßnahme wegen Verdacht des Handels mit Betäubungsmitteln
