date,district,street,crime
27.08.2024,Oschatz/ Wurzen,,Mehrere Fahrzeuge entwendet
27.08.2024,Leipzig (Plagwitz),,Einbruch in Ergotherapie
25.08.2024,Leipzig (Volkmarsdorf),Idastraße / Konradstraße,Versuchter schwerer Raub - Zeugenaufruf
28.08.2024,Leipzig (Eutritzsch),Delitzscher Straße,Angriff auf Mitarbeiter eines Wahlstandes
