date,district,street,crime
08.02.2025,Leipzig,Stadtgebiet,Polizeieinsatz anlässlich mehrerer Wahlkampfveranstaltungen
08.02.2025,Leipzig (Gohlis-Süd),Lützowstraße/Virchowstraße,44-Jähriger beschädigt Werbetafel
08.02.2025,Leipzig (Probstheida),Connewitzer Straße,Auseinandersetzung im Zusammenhang mit Fußballspiel
07.02.2025,Taucha,Am Schwarzen Berg,Brand in Taucha
