date,district,street,crime
02.03.2024,Leipzig (Zentrum-Südost),Johannisplatz,Verkehrsunfallflucht mit Mietwagen
02.03.2024,Leipzig (Altlindenau,Gohlis-Süd),Verfassungsfeindliche Rufe in der Öffentlichkeit – Tatverdächtige gestellt
28.02.2024,Leipzig (Dölitz-Dösen),Bürgerstraße,Diebstahl eines Pkw Toyota
01.03.2024,Borsdorf,,Einbruch in Fahrzeug
24.02.2024 bis 02.03.2024,Leipzig (Neustadt-Neuschönefeld),Ludwigstraße,Einbruch in Wohnung
