date,district,street,crime
28.10.2024,Leipzig (Schönefeld-Abtnaundorf),,Einbruch in Geschäft
28.10.2024,Leipzig (Stötteritz),,Einbruch in Werkstatt
29.10.2024,Leipzig (Lindenau),,Sachbeschädigung am Gebäude einer Studentenverbindung
28.10.2024,Leipzig (Schleußig),,Einbruch in Weinhandel
30.10.2024,Schkeuditz,Edisonstraße,Feuer im Eingangsbereich eines leerstehenden Gebäudes
30.10.2024,Schkeuditz (Glesien),An den Kleingärten,Diebstahl aus Transporter
27.10.2024,Leipzig (Schönau),Schönauer Ring | Kursdorfer Weg,Entwendeter Ford Kuga aufgefunden
