date,district,street,crime
07.11.2024,Grimma (Großbardau),Großbardauer Hauptstraße,Geschwindigkeitsmessanlage beschädigt
08.11.2024,Leipzig (Neustadt-Neuschönefeld),Hedwigstraße,Einbruch in Spätverkauf
07.11.2024,Leipzig (Südvorstadt),,Einbruch in Firma
(polizeibekannt) 08.11.2024,Wurzen,Theodor-Körner-Straße,Verwenden von Kennzeichen verfassungswidriger Organisationen
