date,district,street,crime
10.03.2025,Borna,,Tatverdächtige bei Einbruch in Juweliergeschäft gestellt
10.03.2025,Leipzig (Südvorstadt),Karl-Liebknecht-Straße,Einbruch in Fachgeschäft
Ergebnis: Tatzeit: 10.03.2025,Leipzig (Zentrum-Südost),,Einbruch in Museum
11.03.2025,Leipzig (Grünau-Nord),Titaniaweg,Brand in Mehrfamilienhaus
10.03.2025 14:04,Wurzen,Dresdener Straße,Betrunkener Lkw-Fahrer
10.03.2025,Leipzig (Gohlis-Nord),Slevogtstraße,Schüler beraubt - Zeugen gesucht
