date,district,street,crime
16.02.2024 gegen 15:10 Uhr,BAB 14 i.R. Dresden,Abfahrt Messe-Allee,Sattelzug in Schieflage
17.02.2024,Leipzig (Wahren),Auwald,Fünf Bärlauchdiebe gefasst
Tatzeit: 17.02.2024,Leipzig,,Einbruch in Großmarkt
27.01.2024,Geithain (Syhra),Hauptstraße,Zeugenaufruf nach Brand
