date,district,street,crime
19.01.24,Leipzig (Wahren),Linkelstraße/ Höhe Pater-Aurelius-Platz,10-Jähriger verletzt - Zeugenaufruf
20.01.2024,Leipzig (Reudnitz-Thonberg),,Einbruch in Turnhalle
19.01.24,Markkleeberg,,Einbruch in Praxisräume
19.01.2024,Leipzig (Grünau-Nord),,Einbruch in Schule
22.01.2024,Bad Lausick (Lauterbach),Bad Lausicker Straße,Pkw überschlägt sich
