date,district,street,crime
10.03.2025,Leipzig (Seehausen),Messe-Allee,Bundespolizei schnappt mutmaßlichen Drogenhändler
09.03.2025,Leipzig (Zentrum-Nordwest),Am Sportforum,Drei Graffitisprayer gestellt
11.03.2025,Machern (Gerichshain),Leipziger Straße,Verkehrsunfall mit verletzter Frau
