date,district,street,crime
24.02.2025,Leipzig (Schönefeld-Abtnaundorf),Schönefelder Allee Höhe Hausnummer 12,Raub im Leipziger Osten - Zeugenaufruf
23.02.2025,Leipzig (Plagwitz),Gießerstraße,Diebstahl eines Mercedes
22.09.2025,Frohburg,,Einbruch in Jugendclub
24.02.2025,Leipzig (Schönefeld-Abtnaundorf),Unterführung S-Bahnhaltestelle Leipzig-Nord / Volbedingstraße / Mockauer Straße / Maximilianallee,=Zeugenaufruf nach Verkehrsunfall - Radfahrer flüchtet unerkannt
