date,district,street,crime
02.11.2024,Torgau,Zinnaer Straße,Flaschenwürfe auf Polizeibeamte
07.11.2024,Wermsdorf (Mahlis),Oschatzer Straße/ Karl-Marx-Straße,Tödlicher Verkehrsunfall
"07.11.2024,18:05 Uhr",Leipzig (Zentrum-Südost),Brüderstraße,Fahrlässige Brandstiftung
07.11.2024,Leipzig (Hartmannsdorf-Knautnaundorf),Rippachtalstraße / Zeitzer Straße,Verkehrsunfall mit mehreren Fahrzeugen
07.11.2024,Leipzig (Zentrum-Nordwest),Am Sportforum,Verkehrsunfall mit einer schwer verletzten Person
