date,district,street,crime
21.03.2024 bis 27.03.2024,Neukieritzsch,,Toyota gestohlen
27.03.2024,Leipzig (Sellerhausen-Stünz),Ostheimstraße,Citroën Jumper gestohlen
27.03.2024,Leipzig (Zentrum-Nord),Tröndlinring,Motorradfahrerin verletzt
27.03.2024,Rötha (Espenhain),Leipziger Straße,Verkehrsunfall mit Schwerverletztem
Zeit. 27.03.2024,Leipzig (Wahren),Georg-Schumann-Straße,Verkehrsunfall mit verletztem Radfahrer
