date,district,street,crime
16.07.2024,Leipzig (Grünau-Ost),Grünauer Allee Höhe Hausnummer 63,Raubdelikt - Zeugenaufruf
17.07.2024,Leipzig (Südvorstadt),Bundesstraße 2,Falschfahrerin durch Polizei gestoppt
17.07.2024 20:00 Uhr,Delitzsch,Hallesche Straße,Betrunkener Autofahrer in Delitzsch
17.07.2024,Leipzig (Zentrum),Burgplatz,Kunstinstallation gestohlen
17.07.2024,Krostitz,Dübener Straße Höhe Körnersteg,Verkehrsunfall mit einer verletzten Person
17.07.2024,Leipzig (Zentrum-Süd),Bernhard-Göring-Straße/ Körnerstraße,Pedelecfahrer schwer verletzt
15.07.2024,Leipzig (Connewitz),,Einbruch in Spätkauf
16.07.2024 bis 17.07.2024,Borsdorf (Panitzsch),,Betrug in Form von Gewinnspielversprechen
18.07.2024 gegen 02:38 Uhr,Leipzig,Zentrum,Verfolgungsfahrt im Leipziger Zentrum
