date,district,street,crime
04.02.2025,Leipzig (Plagwitz),Holbeinstraße 38b,Seniorin ausgeraubt
06.02.2025,Leipzig (Leutsch),,Einbruch in Autohaus
05.02.2025,Leipzig (Gohlis-Mitte),Hans-Oster-Straße,Nach Verkehrsunfall eingeschlafen
06.02.2025,K7449 Gollmenz in Richtung Badrina,,Verkehrsunfall mit leicht verletzter Person
