date,district,street,crime
15.11.2024,Grimma (Großbardau),,Diebstahl von Fahrzeugteilen
18.11.2024,Taucha,Otto-Schmidt-Straße,Verkehrsunfall mit zwei verletzten Personen
15.11.2024,Leipzig (Lausen-Grünau),Seestraße,Einbruch in Firma
14.11.2024,Taucha,Klebendorfer Straße,Versuchter Diebstahl eines Pkw Toyota RAV4
18.11.2024,Leipzig (Leipzig-Nordwest),Travniker Straße/ Louise-Otto-Peters-Allee/ Wiederitzscher Landstraße,Mehrere Anzeigen wegen Geschwindigkeitsverstößen
