date,district,street,crime
28.10.2024,Wiedemar,An der Sackgasse,Mülltonne in Brand gesetzt
26.10.2024,Leipzig (Grünau-Mitte),,Einbruch in Physiotherapie
27.10.2024,Leipzig (Südvorstadt),,Versuchter Diebstahls aus Gemeindehaus
26.10.2024,Leipzig (Schleußig),,Einbruch in Kirche
27.10.24,Leipzig (Eutritzsch),Magdalenenstraße,Diebstahl Motorrad - Harley Davidson
27.10.2024,Leipzig (Großzschocher),,Einbruch in Seniorenzentrum
28.10.2024,Frohburg,Straße Röthgen,Wendemanöver endet mit schwer verletzter Person
28.10.2024,Leipzig (Paunsdorf),Heiterblickallee/ Am Vorwerk,Straßenbahn erfasst Person
28.10.2024,BAB 38,,Verkehrsunfall mit verletzter Person auf Autobahn 38
