date,district,street,crime
Zeit 15.04.2024 um 19:35 Uhr,Leipzig (Leutzsch),Brehmestraße,Krad rammt Polizeifahrzeug
14.04.2024,Leipzig (Möckern),Georg-Schumann-Straße,Flucht vor Verkehrskontrolle
16.04.2024,Leipzig (Connewitz),,Einbruch in Tierarztpraxis
