date,district,street,crime
19.02.2025,Parthenstein (Großsteinberg),Am See/Pomßener Landstraße,Ergänzungsmeldung - Schwerer Verkehrsunfall mit drei Verletzten
28.02.2025,Leipzig (Reudnitz-Thonberg),,Einbruch in Arztpraxis
28.02.2025,Leipzig (Reudnitz-Thonberg),,Einbruch in ein Geschäft
03.03.2025 08:00 Uhr bis 08:30 Uhr,Großpösna (Güldengossa),Auenhainer Straße,Diebstahl eines Transporters - ein Tatverdächtiger
02.03.2025,Leipzig (Connewitz),Thierbacher Straße,Diebstahl eines Toyota
03.03.2025,04158 Leipzig (Lützschena-Stahmeln),Hugo-Junkers-Straße,Radfahrer verletzt - Zeugenaufruf
