date,district,street,crime
21.07.2024,Leipzig (Lausen-Grünau),Brackestraße,Brand im Keller eines Mehrfamilienhauses
17.07.2024 bis 21.07.2024,Elsnig,,Buntmetall aus Materialcontainer gestohlen
20.07.2024,Leipzig (Eutritzsch),Bitterfelder Straße,Harley Davidson gestohlen
21.07.2024,Schkeuditz,Edisonstraße,Brand in Mehrfamilienhaus
21.07.2024,Schkeuditz,BAB 14 i.R. Magdeburg,Motorradfahrer verletzt
