date,district,street,crime
13.03.2025 09:00 bis 16:00 Uhr,Leipzig,Torgauer Straße,Drogenerkennung im Straßenverkehr
13.03.2025,Leipzig (Leutzsch),,Einbruch in einen Kindergarten
14.03.2025,Leipzig (Eutritzsch),Maximilianallee,Verkehrsunfall auf der Maximilianallee
