date,district,street,crime
08.01.2024,Leipzig (Altlindenau),,Reifen zerstochen
06.01.2024,Markkleeberg,,Einbruch in Einfamilienhaus
08.01.2024,Zwenkau,,Einbruch in Bürokomplex - Täter gestellt
08.01.2024,Leipzig (Plagwitz),,Grafitti an Abgeordnetenbüro
08.01.2024,Leipzig (Zentrum),,Schwerer Raub - zwei Tatverdächtige gestellt
