date,district,street,crime
20.06.2024,Leipzig,Prager Straße,Waschbär aus Taubennetz gerettet
19.06.2024,Leipzig (Schleußig),,Einbruch in Restaurant
14.06.2024,Leipzig (Zenrum),,Einbruch in Zahnarztpraxis
