date,district,street,crime
05.03.2025,Leipzig (Gohlis-Süd),Gohliser Straße,Lieferfahrer versucht auszurauben - Zeugenaufruf
06.03.2025,Leipzig (Meusdorf),Prager Straße,Raubdelikt – Zeugenaufruf
06.03.2025 16:30 Uhr,Torgau (Mehderitzsch),Hauptstraße,Geschwindigkeitskontrolle bringt Verstöße zu Tage
09.03.2025,Leipzig,Bruno-Plache-Stadion,Polizeieinsatz anlässlich eines Fußballregionalligaspiels
