date,district,street,crime
30.11.2024 bis 22.01.2024,Leipzig (Lausen-Grünau),,Love-Scamming Betrug
21.02.2024,Leipzig (Kleinzschocher),,Einbruch in Kindergarten
22.02.2024,Leipzig (Paunsdorf),Lehdenweg,Brand einer Gartenlaube
23.02.2024,Geithain (Ossa),Ossa 40,Brand mehrerer Container
