date,district,street,crime
18.03.2024,Leipzig (Zentrum-Süd),Karl-Tauchnitz-Straße,Schockanruf
13.03.2024,Oschatz,Breite Straße,Unerlaubt vom Unfallort entfernt - Zeugenaufruf
15.03.2024,Leipzig (Wiederitzsch),Seehausener Straße | Höhe Grundstück 27b-c,Radfahrer verletzt - Zeugenaufruf
