date,district,street,crime
14.01.2025,Borna,,Einbruch in Bäckerei
15.01.2025 11:30 Uhr,Leipzig (Volkmarsdorf),Zollikoferstraße,Brand eines leerstehenden Hauses
15.01.2025,Leipzig (Eutritzsch),Dessauer Straße,Brand im Dachstuhl
15.01.2025,Leipzig (Neulindenau),Saarländer Straße,Angriff während des Anbringens von Plakaten
08.01.2025 bis 15.01.2025,Leipzig (Miltitz),,Einbruch in Vereinsheim
06.12.2024 bis 14.01.2025,Leipzig (Lindenau),,Einbruch in eine Bar
16.01.2025,Delitzsch,Bismarckstraße,Zigarettenautomat beschädigt
15.01.2025,Leipzig (Zentrum-Nordwest),Färberstraße,Bargeld erpresst
