date,district,street,crime
20.03.2024,Thallwitz,,Wohnungseinbruchsdiebstahl
21.03.2024,Leipzig (Reudnitz-Thonberg),Breite Straße,Von der Fahrbahn abgekommen
21.03.2024,Rackwitz (Zschortau),Delitzscher Straße,Unfall mit zwei Verletzten
21.03.2024,Leipzig (Wahren),Georg-Schumann-Straße/ Pittlerstraße,"Unfall mit 2,32 Promille"
21.03.2024 02:22,Leipzig (Zentrum),Brühl,Sachbeschädigung durch Graffiti
22.03.2024,Leipzig (Lindenau),Josephstraße,Graffiti gesprüht - Tatverdächtiger gestellt
