date,district,street,crime
01.01.2024,Leipzig (Zentrum-West),Marschnerstraße,Versuchter Diebstahl
01.01.2024,Leipzig (Leutzsch),Ellernweg,Brand in Kleingarten
01.01.2024,"BAB 14 km 73,7 i. R. Magdeburg",,Von der Fahrbahn abgekommen
01.01.2024,Leipzig (Großzschocher),Huttenstraße,Flucht vor Verkehrskontrolle
